song_id	album_id	track_number	release_date	release_date_precision
2oQrbdXoqN1nXxWNpMkLA9	2Be7RJy9EY4tQhkpfwanLF	5	1978	year
1SwyDb5qUcLjukFqSCRqxy	0XRRSLnVrtXMI6cyVCacjd	1	1991	year
2lLWfAW32oxUCv0iYQQwSX	5sG6jJxaUEt2sAjP4HzELy	5	1977-10-17	day
6nmlqlKv2dZoI3kTWTav4e	2DYnPVPtg147hFjAwGtoWU	3	1977-05-20	day
3xjObvccQUvtUcV5GL3Hh3	32e3bKpExvJ6o3H9UZ9rV1	9	1977-10-14	day
3KtCCE9JqkfNE4Ld3jFVWE	3AkrfOSILyhsPd32MqnbMd	3	1976-01-01	day
4ykZMXKdWHgumz5XEOAh9N	2tfjNPxq1v6kmx5TFEBUaS	5	1977-10-10	day
4cPgzpdeKtOkgBYqHNLe9P	3R4P3ai1blLNI2c8WXhpqR	1	1977-01-01	day
5ohTwYoeJ8PkV7jwtTEhlY	3FQry8v15BucYpCKScU3ae	2	2015-03-09	day
0VNF64BVpiv284gQZQz8N8	30xC74OorsB2yAimgyVp95	13	1977-10-31	day
0NIRG3SEn2Zf88o3qHJil5	5WphcZoWlcSvc1ljahqYYg	1	1977	year
3slY9zt6oUOPDaUwRfgqzH	0fSvQOkU8rRgcsW6MerdVw	13	1988-10-19	day
3QA0o6VBN3xZbkX2SYs6Uv	7dGPVM0AMMePmVPiswvs4P	7	1977-01-01	day
2niFXRDFTmgLjPYNkcA2no	0l7FywMiiiRXjpiSZdUd50	2	1977-07-05	day
2hw2fDtNPkIowTNuQRmlnN	68kM51V7P3ys10rx3RDFnH	1	1977-07-05	day
5aStVuk8kWHsxYHaNwVX4o	770HywB2djZP5QEel6as2l	13	2009-03-09	day
1KUck4lHzAqPbCNZ4rOt88	2UiF9kjpVak3IKoGobK3wZ	5	1977-09-16	day
51x3PIRdB4V2eNHesIXaxZ	3B76lgmaPPmzM8OMvHcrAn	2	1977-01-01	day
73VwzWVHroWygiQ7SzGxgD	6EOaCdxXhOvANRCgdcJw2i	5	2006	year
7nVQ8mo77KaUvhUQzh4vMy	6GDs0ZZVR2jDV8n4m11KWO	1	1978-01-01	day
4FFQ1W59V9zWBAsDLnA7BZ	0XRGBxpSuAb0cTno2RUQg1	4	1977	year
7KHriXtGqZS83iUWwgbyss	1eYIyYvmzOeqgOi05hRozA	4	2002	year
33fNAtcL4IKU5kei0P4psq	792SNee67NvAFZbsip969c	6	1977-12-01	day
7MPxbt2IRbB8FQgEdwO7Kd	5TPiMDrNtfok3VDNYZpLgJ	9	2013-05-09	day
1zx2BQ3sfnkf2uzM03IFMJ	3IMbAjcccjcIqPTioFAo6A	2	2018-07-02	day
1lDo24S34NvI1pAg7Oxldc	5fLOHW1UXr1cJrnXiU3FBt	4	1977	year
6JL2UkIGp5IyKgrLQrpDEo	7fqdBdqpCCR8SJ9OhC0P9j	6	1977	year
3nxrdgbdv33HEUeZUayRuN	1Xt7YpsBaaZYEy0vlAPxj9	4	2010-01-01	day
3vZKrLFVKb3bh90D1w6QMP	5dYFjeLbwJNaTJWTuKt6Y3	2	1996-06-07	day
4JYMyddoksmabha0ZCltwA	0Pbc9Jq12a47mQ1z9yIuhn	3	1977	year
0uZs7p6cbEUNwGMdfNj9Kk	5sG6jJxaUEt2sAjP4HzELy	1	1977-10-17	day
6T5ijGkSINcoCGEejEF7fO	6MfC6hD6owsGny5owf45o6	8	1978-01-01	day
7cRioMuuOoe8rwcqvsM4pD	3IcnPxM10hCMb6W2gCapAY	2	1977-03-01	day
2MaLglXXcouyoh03rUROQ2	5Zxv8bCtxjz11jjypNdkEa	4	1977-01-01	day
3RtNlDD9ExbQvVuWMILKrh	4DlOGSJXEFc3PFhUcgvFFd	28	2015-06-26	day
5DVbPAtfcKe5otacOU1KWd	3TKvFAXrxPPUKfZ90BxGAi	6	1977-01-01	day
6GXnW8Dd8zWsXoPrElcTGr	15lJi5fAnWPltCKBTUbTry	7	1977	year
53yBKCc5S7u8zzutqepkiT	3Dz7wlDnf5GT8l0xg5r91q	1	1977-09-23	day
4P9kOK2PafbamK95SJOCbO	2GmrcFfoRPSKmmSyh36Bu6	7	1996-11-12	day
7K9Wbyz3tw65D6fTvNrvyy	1k7WkNHGPNPnri2tsowvtg	42	2010-02-26	day
1bBrHCJ8DctG7VSAk8dRyg	3pbZUEap46WPw4nxrSjP4n	11	1996-09-09	day
28U8YTfJnFUoogneWC2cbR	2CB5DQVkfMPCuOFiXiMUXZ	9	1977-09-03	day
449DFUJKZlzSO684XlVjEn	4ksJGDgtixAqJ390XWv0Ua	5	1992-10-13	day
7qaZbn35h88YLeeloJ2Utq	0ZU7bD34CzgB3zId5220wP	8	1978-07-01	day
21D0muOMLK4P0jrsAYKLij	1OU7zJvUfgxxPHgkTClt1M	6	1977-03-08	day
6jJXqt6eSQgtmND6gml55X	4GzyEQN0j3QBgk7zL3ovNf	13	2010-01-01	day
78ucd467K5DpMY3IIZAQIF	0yrhQBRNQB5iOwXbkzkV9n	1	1974	year
2VA2y1qe8R7eFL4ITcSStd	19KlwjIf83Fpj7U4k5Pgu5	1	2003-06-24	day
7sP4EhJqFnud6mrG6VbjQx	3rH7V9hbxMtbKyJgROlDvz	12	1977	year
3CgEv4xDS0XvzxNZ547Njl	1B1cX8F1Qx8xsKl5Fa2SK7	13	1999-01-01	day
1EI0x3yv1P5AQSq3WaZ6cv	6lOvdgY4etlXV558iatR1o	6	1977-11-14	day
2j8m9sboX9FFadbKctTXq1	3ja5mrhVqXnPJoDAc0A9D1	1	1977-01-01	day
3XsP80FdeXU1A8gTSDNmJe	2De9TrOdt2lxKySb9j2yrR	2	1977	year
5sbjhxchF1QOgZt7GyOdQ8	4WQjrKHh6xcHvWjO0FbXMJ	1	1977-02-01	day
2NMdspw0QbOf7kPPKElm37	2gNFY6ndby3ss6FdrExuGQ	1	1979-04-29	day
0KDc8l4VNTu6OkMYK9D7HC	0w0eT42Gyq6G9yXB0RirWh	1	1977-11-21	day
3de2tPprWQcJywXosT7CfD	3xHTumHPprOZAAZfLmBaRg	9	2012-07-17	day
5x53pbGk6sbl1BGom19QQ5	6TLTd0P2CUI0Q29AQ1LyFi	2	1976-11-09	day
0inlixqQpYphAQY7K38NAZ	1sMyk478XSkM1pnA7GK0cP	6	1977-11-08	day
1Pd1h30mgU05QkWYhgFzwt	3usnShwygMXVZB4IV5dwnU	1	1977	year
0bRXwKfigvpKZUurwqAlEh	3QjPTUI6UcPr5m9RujkO3c	1	1977-10-29	day
0itraFFnX7Yynlf8fHdgyr	30xC74OorsB2yAimgyVp95	14	1977-10-31	day
0zb2kpEQMnqJPiLACKMiFM	4kdOH3s9cRL9YykvHFpSlD	7	2007	year
3qyHjQ1zTLvPeA99CP3K9N	59plsPcJYFlSA5ImekNQJ0	7	1976-03-15	day
6Gcyh6NnCb2rqrXWISg0M6	72keHkU3r3Kos0hvskNoW3	20	2017-10-04	day
0PsbWiVtix5FoTZ1s00mEl	6MFIBPVrZjHjP0pPkVF3IU	4	1977-01-01	day
4VQhxbyOfr5oHEJwMgKgYD	3dtEGOLkkdEMbwu6GSOmdh	5	2009-02-26	day
6u2vQNfgP0IDB9mWeoZaoO	3TKvFAXrxPPUKfZ90BxGAi	3	1977-01-01	day
2gdmo3ULjoHN3iDsufbvPG	4EIdVRqfDRLHAUpPFqpdXt	4	1976	year
6H7nDglS6xWpRidbhMwI2L	64yIGFoYJVg66fRXIxIYJr	1	1977-10-03	day
3dFR132gzO8jxD57R2gid3	0lKPC6pyYjRxi2vexd0Zua	1	1977-07-01	day
1eeySrWP5X7hsbfyc3PPge	7dGPVM0AMMePmVPiswvs4P	3	1977-01-01	day
7Gq0mwnsctEFGsneABnNv3	6bk44PKxM0jfZy6h5wvWy9	8	2014-10-27	day
0IcUT7lGu4jO06hIQeybIi	7H8Y8kaH8grsvVRWJrOzGB	2	1977	year
478thMMvYGris8eJPcDRoq	5YQsoNZvxTZKqsJ2Y7fQjJ	1	1977-01-01	day
2SA7C7lBySq0m2fHlbPSZv	1FWTjROros7lbWXXmHKqJc	1	1998	year
4JROdmPQS33WVR8kwKp2Lc	2oXlDe2CxaOMeP387qsBDV	4	1977	year
3zxklD2EGecZre9MjEEvIU	15lJi5fAnWPltCKBTUbTry	6	1977	year
0YoAVHXeEPPzZxK0xPQqYn	6oU298pdPTCQnMx1PYwyUA	1	1977	year
5zH710lFSLtkHbMkslLDjR	2N0AgtWbCmVoNUl2GN1opH	3	1975	year
6lLuXzXjjgm1yL6IuaWTCL	3p5Z39I51PdmEVV6Wc1M4b	7	1977-01-01	day
6jnNDkSxnPnTj3WvChfTvy	3dkLIPRJZlIaOpvI3loj4R	1	2011-09-22	day
2q3LuI5doJd3OmTkUnQ13W	7wcwuDZbaXfsv8sx1Zj0XG	8	1998-09-15	day
13toFl1UwJPsRxDiD9jgtn	6YUCc2RiXcEKS9ibuZxjt0	6	1976-09-28	day
7Jpclr7tZ6aQXjoKzWXUJV	57FGUcDejZqr816U3ZkMT8	1	1977-01-01	day
6AZyiAl6mr3Jcp6AlmiQwF	15lJi5fAnWPltCKBTUbTry	1	1977	year
5bT3H00vgbm4DE8D2HAdLj	1FvrPygTsMy4AXc1DGsP2y	12	2017-09-13	day
7gCp8Ze97mZJpNPC6DmfQv	4RQHNjzrVVxNSlkcmnZDCG	1	1977	year
3Pko3R8Bsmi6pdivusyWug	0Kej9FJec0wbRLjuBYpz0L	7	1977	year
0pcK3PMi6edNY55qGvMGvN	2UiF9kjpVak3IKoGobK3wZ	1	1977-09-16	day
4GEhLyiNVnpioIIBVvj77j	6vDSpa4I5sf8CHL0q4ofpr	8	1977-10-10	day
1saO0AIQK1GS1ZimeGs0EG	6aWyXwtchaW4WQFApwlwu1	7	1973-02-04	day
6GAmYohh06wfawo1c9szA2	2DdbTYjNxte2id1tmPw08C	1	1984-11-01	day
4THutAl0pXTYybB8s3h1ay	2MwLbavBrPIlAG5REvAX1z	14	1992-01-01	day
2QDnRMFfnes9DUWc6HgixI	3IcnPxM10hCMb6W2gCapAY	3	1977-03-01	day
4Ot4uHTU1MpxrBGtPFDhkS	1yn9J074uklyngo5SGS49U	6	1977-01-01	day
3pyoAvbBO4kDKkh999Miyj	2CB5DQVkfMPCuOFiXiMUXZ	3	1977-09-03	day
4sxet9Zdu2Z9hdhAKbjlNI	2x8TSQw4wmfjIENmrGlvO1	1	1977-07-01	day
1Q34tAtTWI6RdW1qzFQiPb	0Pbc9Jq12a47mQ1z9yIuhn	1	1977	year
4ydpS3oQAxm8BxA6ayKI4o	2MLPmcPEeBX1Ao4ww1fH7V	6	1977-11-01	day
2GZe8LsPldakpQy5T8151f	7iJCy3T66FJmXT7LGVd3QA	7	1977	year
20zOIoex7YchUh87d8tlvg	3OjfTt27HmGpVd45IuMAT6	2	1976	year
4WIHKhF6CSscblMGMiODLw	4lLP4JZ4oQkRsIGlm76ePa	8	1977	year
6UvfPLmRDgNCPlaGDQ2CYN	7nb5eaxuDO4jbOxk0euRJv	2	1976	year
24HTwhBEeeohReRYPyjaDG	0LfM3PGkXE6KvJEE1HkOnz	7	1988-11-21	day
3jRuYhK5MRi70zrapsRxu1	6xoH2DJvGitROW9G0gdMOh	11	2017-11-20	day
3QXNBUYJX2aekx6mHQ14GZ	65orbyfwR353KTYqz3seIu	2	1977-08-30	day
6ozvQm6yKNq4LUbMgBRgLH	160uKeOzHjugMuXPVXzVDd	1	1977-01-01	day
5Okza4hx8iJwgHIdZz01kd	1zhQKiQIOlYYbPmx1eHDD7	5	1977-06-01	day
44JITu0xanJn3TLMQZJw0G	6qaPxi8XNIgu3ZzUvaG2sg	1	1977-10-01	day
58CrBtiFIBKNYlqyZKBlYm	4gPWFb70aMkP3HQ0M8FAyv	13	2016-03-21	day
7qpuECko60EoztznowMWj1	5sO231e431rq8r9mV1uFJH	1	1973	year
3evTbfCtMxbUwTQIn7QOcG	2P9EqaNiGfiYweANVtt0Ry	6	1975-03-01	day
49RUdNvwSiUTC8fBh4KKoC	5k55f89cnXdy0BikkUeBHJ	1	1977-01-01	day
2CftANRfd9ZhVsFHVBfVfG	3L6yuuvIFVNQEOQ0F3rwn8	13	2007-01-01	day
3Tokxm6NC5VHbZsh2JKVWX	1exKLyGyMT94lp8PX8s5bZ	5	2015-06-26	day
2A04Nqb3UaBnSzZOxWnKz1	44hXDIbveRxL9FD4JyE22Y	10	1972-03-07	day
7hi5GRxH2mqIWMUMF3lFmX	0NQ5vEtFfn6MDbFtNk3gUQ	6	1976	year
0VZ8HejqjGgKtotIvBfvd9	2hmAwFaEuQ7NTR23H9fvjQ	6	1977-06-07	day
4stniPOUZcQh9weswCI17n	77PUi8U4x6ksRKKKmmseBO	1	1977-01-01	day
4mxaH9MLP8VN8vXX46y3Jd	3dtEGOLkkdEMbwu6GSOmdh	3	2009-02-26	day
6wAt7QG4nA9DpVUTgfAfuh	792SNee67NvAFZbsip969c	1	1977-12-01	day
405cG3FGJJdIZ74hPgFOLu	6jTnYTTnjSBUG0iYsnkEDF	1	2016-10-01	day
1n1S1h5S1Cyh4mYhxAGejQ	7ntxKYGi8Jz6PIXssLIiLr	16	2008-11-17	day
0m7kvRT7bPJ7CcBgTyv4xB	7CLObBe8Ajsfqu0XPYFbL8	8	1977	year
4MVA30NmvNtpbDon1ZG7mk	3RhVd2QtOoRhRGmCnptrOU	3	1977-01-01	day
4U6yDS1JDt6dlqPSVbJ1Wa	33kDRYk4KmFNZz7r5KNOc3	1	2004-09-17	day
7F0duVleRBoCey6qtIFC79	4OqnmwpbHOdLF0Zo81oKaJ	1	2005	year
4QUjwfigQ1qSv0E1jN5yOr	1LaeNhiUpL3X6N0LcFvuDF	5	1977-05-14	day
5VJjhHyG8NZ5xdgG6uTb3P	2tzbNCAUTmW4MIM2Ulvrwl	6	1977-01-01	day
7vidktgNZFQylTgH1GEnMs	1OU7zJvUfgxxPHgkTClt1M	2	1977-03-08	day
5siFdnZUeW6kc3tJytjKyu	7swznakopP5J1aSOzCsalv	9	1998-02-16	day
4aaBl1TM2FiIxHPvDpbr9s	3jJxpeoodmQ10U9kq11tqu	6	1999-10-21	day
7gEcXNb1ma3CZfI8emLTiF	1yn9J074uklyngo5SGS49U	9	1977-01-01	day
61wEtVkKFNB6jC7ga4OZeT	2GAmoT3vdSG2OKA1pwFjwG	10	2002-01-15	day
0mF8CGF69vDJe4y6Mggiyd	2qcpKdOFBiNMV7DNnTCW6x	9	2004	year
29FNeqjOV2kPWGS55qhtGB	2cKZfaz7GiGtZEeQNj1RyR	9	2008-01-01	day
5vJIqByEnZmFb9dyIgBzR1	1FWTjROros7lbWXXmHKqJc	10	1998	year
6W1dxbpXngMQ5QJd3WtUz4	57s2pLUqurS7ScvzOoNx3b	14	2004-09-21	day
3xYaDMMS4PnZRoi6JYll8w	63AF6wD9Mt1vQgKPNZaAXx	4	1977-06-17	day
1hKDeKzaJaJ6D62sqjbMaW	0Y4UbmP7gEM2zfE2FEyYKA	5	1999	year
6nSt8n7r0bznM8PCvHEmPj	5tW3pVPPCwv5gLFKMgXTdP	8	1977-10-10	day
0aOkjSqYLGDljwtUNvAnoS	6rjlNCw55OD6a6cVxMjD2Q	1	1977-01-01	day
7vLKqWj7Xh7c9pZkNZNbQm	4rp3cVJ1U2QtNZW10Xgqxv	2	1977-09-01	day
1PhkbmIemLcmUbl9SQu6xz	7u2UMX34edn37a0lqSuC0V	1	1998-01-01	day
0Vth3l4XAo8hNYmxjzhr2y	08zWo4xb7GZ5e3dyUOUAmm	1	1976-01-01	day
5nIqitaV7WyyuM3KVUju1G	3JWlQzyse21gwhqu2D6UQD	1	1977-01-01	day
2CCv0tPO1sCZjS7d1KL48A	1hd0mhe1mVyNRGtTbnqhT3	2	1977-10-08	day
1RXtdPdEk4Bjj2Ukx1Tew1	5uniuttzg7zsjDvqmvvyDU	4	2006	year
4uDJdDSIARqTRf6qZhwYR6	65bUF3YLGrSqGfkquOCDHg	1	1977-01-01	day
5bqbfepz7WqUCGptdrdUmt	2CGgJ9PpKXTDCEvJ6qS9AV	14	1987-01-01	day
2uuoyQcrxDGU2lLo19lMtP	1OxvjMjLLh0gn17KCnqNBL	2	1977-08-26	day
5eKXfFpoeDaZmBbEutQgeq	5JAMXd9Pb4YW1MG2UACjso	10	1991-01-01	day
6G8s19BainATJIjqIwXcre	2Q0k4pZ92k6xI2tQbb4zqk	3	1994	year
0gJ7q3BsZBrWmtqC54z1QA	72keHkU3r3Kos0hvskNoW3	8	2017-10-04	day
5fO4iEznH83cwSHZLFz2lQ	2x8TSQw4wmfjIENmrGlvO1	3	1977-07-01	day
4h5xW2wrCABWKXQwyHM4gI	3K6FbYh9Hlet8XXryMuqPc	18	2016-02-12	day
1Ya87xcJInskhE5joOq9tP	0QVoYzGd1p8Z3ohEaM0lsc	30	2002-09-24	day
3SPcBPzvbmWLl8NU5efx4W	7a35UzxXYuKQGMGImyB0Un	2	1976-09-01	day
2M2WJ7gBlcKNxdhyfPp9zY	7iJCy3T66FJmXT7LGVd3QA	1	1977	year
6Xtm8qDnhjaBZ3ZlzBZmCm	1zhQKiQIOlYYbPmx1eHDD7	2	1977-06-01	day
3XcDvzZ0ruBkYplB15qkbA	1fuKK2VLtrCkCZCWt8lF0x	2	1970-05-08	day
0SPBrxOUEMIKugXR4bFhxs	77opKywcxPnBu5aBMASS2b	6	1977-06-30	day
7yo32JF04IdMMoj6kMIa2U	0zdg8ZhvtfrMmSDFpeSZjl	3	1976	year
00kvKlIvfzQLSi6T2zwXuS	5B1f1QwqbRhjWAExB1sofe	5	1977-01-01	day
7ntbygnntLmceg6aYl0nT4	3BY79FnvqSYTagGZ6IiLzE	7	1973	year
21zWSl0I0aWrmvXwBQOYoI	5SJkW6aJctZZi3jnUKYsOi	2	2015-08-21	day
39iKJpLPhsDTOzH2lXliWF	3IcnPxM10hCMb6W2gCapAY	1	1977-03-01	day
5owFj7EOftzR9x5zciL0Bm	6YUCc2RiXcEKS9ibuZxjt0	7	1976-09-28	day
78xfV55lRUpGLj17CkjGMk	4IjcmdZGlWtNP83pts9Ktg	18	2010-02-01	day
1JQ6Xm1JrvHfvAqhl5pwaA	2tzbNCAUTmW4MIM2Ulvrwl	9	1977-01-01	day
70aUjWZmd9F3bRSsR4DwAJ	0Pbc9Jq12a47mQ1z9yIuhn	7	1977	year
1uMWTSC1bn3Hpca9SYK24s	58lrXp0gaU9pCiwthHEWio	9	1976	year
0SvfyHYDp2uIsHt53LDlI9	5vndJ1bTQkvu3HZaJjgomB	1	1977-04-12	day
0i38ukkDaXt4bCP0osIbz0	2kGXFgIy6EBmYZRrQjTtON	16	2007-01-01	day
0Mo316Vw5VAKEy2maTlTNS	1LaeNhiUpL3X6N0LcFvuDF	6	1977-05-14	day
0pc35JLm02Lzx7SiXp3jrY	1xoHS2vJAVCHFZvhs1YrGB	1	2013-02-20	day
5lwDkNZxwGNzJMh2eanLFM	5Cum33m0MK39JjWvbGO8bQ	2	1993-01-01	day
09lAWnZdG4lKLVZmBTU3wY	3vqywUu0IaDOgEVvG6S6Q1	2	2018-12-14	day
1BltsZbWBczTcy4llQFxiy	7LolR1vd0KTozbF1an0SlW	8	1976	year
4dAN7KcWCWx5jV6dpwtfvN	63AF6wD9Mt1vQgKPNZaAXx	8	1977-06-17	day
75Ml66r5JHxd3c1bsplR5d	2blsPE3sO5SnroFjfEAlfj	9	1975-06-01	day
1JELW8hALjo9FDfCTrqIX1	4qOhxEmmCDOgsmlXmi09ab	4	2003-09-13	day
0hyZgl8tHThlycPEVwBpax	6OQBoCdyg4yk67bIVgZqnF	2	1977	year
4KfSdst7rW39C0sfhArdrz	1LaeNhiUpL3X6N0LcFvuDF	1	1977-05-14	day
7B4gn4dPeLtB3x63exF7F4	1m7ek1KPkJKghLzVRMvQDX	3	1977	year
14a0tY6QzaWLv0NdG77cCJ	25taEVbtM6J9ZCZnKltvYh	21	2018-03-06	day
360MwBaZ7xdIOMFlft5tCL	3MVCYHmXMJ2ViJTMrVNltK	9	1976	year
0tO4z9FX0X5VnwsmreASrp	4HgKVZnOQKslna00lwVNoe	12	2011-11-08	day
4qE2MphVHtBglZY0LYqE1e	27ompw8zlrCkWMacS21ysX	7	1976	year
3WBtsOucqOTOTQVrDxKa9e	2DBEd4SNxNfGcu57WxGbA9	6	2008-03-01	day
03zB9duFz1JqLxAIYvGdac	1yn9J074uklyngo5SGS49U	1	1977-01-01	day
5piWzIoOx8VJbtWHP3KYOX	3B76lgmaPPmzM8OMvHcrAn	3	1977-01-01	day
0BTjoeNHz0mSjXCZO4hzad	2hmAwFaEuQ7NTR23H9fvjQ	1	1977-06-07	day
2tKtzj52gnrHFjpsnVUtOB	11A5KSBamOsVcMu69sgwzr	11	1999	year
5oLObQcGpeEjrOHpPY80F5	5AJ4tMUKB5WOvIITI8JAZJ	6	1977	year
6kooDsorCpWVMGc994XjWN	4z2REZpvRsVMpHFrsIz7PD	1	1977	year
3Ms6wIwW1f3DVk563ucHP3	77opKywcxPnBu5aBMASS2b	2	1977-06-30	day
40ExxEf44HPz7yWKgZvEQo	64SqS2qKGMZargvUbz0gO2	5	1977	year
1mzzCI79ll22yOpSfHtrnc	3W35eTfzSZJs4MAF8C7wR6	6	1978-02-01	day
1ri1yRaL0oxTqWUHUo9HU5	0SSXR9oAx9dvGx7MCHcFxI	10	1977	year
6XUHsYE38CEbYunT983O9G	4X87hQ57jTYQTcYTaJWK5w	1	1977-01-01	day
1fMGRxKRtIKNyaMMGrzInM	6D3RQD5AQZ4P2aDzsZmBI4	1	1977	year
4fUU9WKxEgJXyrZJsUA2iP	1w7JOjdpfTBz4rvhWQDWJz	2	1973	year
51qDqdcvwtupTiLe4NqZxo	2gNFY6ndby3ss6FdrExuGQ	9	1979-04-29	day
6bc7F4aHQASB0yJ3LXzmk5	1JXwUifkvVxOVMBOg6TZIt	7	1993-05-14	day
6BKZSOWkwIXxPbN2tRFAu7	7Ft5HNMnKKR8CHr9oDIbCY	9	1976	year
3uqBExqOkoDL6HdkiWcmgJ	2Hnf3vO3R0W9DBjOSOq10q	1	1977-01-01	day
1tMi57U5Nkk6qRZSNwbzQr	2MdCe2CS9EcdJ9V20TKzxo	5	1978	year
27QTVCKEfq41PjPKQVa7vW	6VXm9FkSL27WhRo8pyc8hr	1	1977-03-11	day
7Iy9xMcBIzHvuQtYrU0MZn	6lkUOdPhwlocrBqLQ6KNI2	1	1977	year
5k68ZFktJA3JlRfenOJA9y	0lAB4vs5qeYbHwpLR7Ptai	5	1977	year
6weBAtAtzeRjDTQgjYBrt6	65r2vQ5xYoHSACdtWYRBBa	4	1975-08-10	day
5yA6I6TU0K03JAi0e0JWbv	3D8oBDCqAYhy43hoqmrnW5	4	1977-06-24	day
2aFCGbcKwcGLXzNL3sTW60	4mkSlaIPVT0FpnTjbvFQuI	6	1971	year
0eIubxzEPvIoKgBawqYsih	0R7Uw1tUUbWlV53BGKfjQ4	5	1977-01-01	day
0FCsjEXsqWjerWWwUutCsy	2HsJzAPHtFOQhUK9TiLgeB	18	2016-04-22	day
0jNWg5s8OlI8EwvUO3TCQP	2Ll0rYVkAHV0QT7P2vknQc	6	2004-07-02	day
5bWOqGYhFvw1BjSozWRi4L	3eFHSj92hUa4efE4f4I3qY	5	1994-10-18	day
7u2FvRYl39hmNHklBlsjkm	7I93ZrmODMfvBsjuxPnsqs	6	1977-06-01	day
3QqO9FxVrikwo7kS5ls3kQ	5PPTyMtlVFzMofIrFx9ApW	8	1976	year
26vUU8q0982LrpZRtRTQtG	0WV0QzJJowSjqZ6C9KlrcR	1	1977	year
2du5UEJ0j38dZsbh9uSz7S	6FD0UvvoVyO4KF0KhqFdM1	1	1977	year
2j78lPDRu9HcN3X817CmR2	6jOJARNCHTbV9dSNtOEPBJ	2	1977-02-04	day
4wr2LEc4Inxv0M1Fch9uVj	3qanmly9I3vfv593JutFbB	5	2012-08-24	day
6C2PfemHQul77DVpnvuAIs	1DqgNIlDZPscRHgdCgDhZR	8	1982-01-01	day
1NYmsoRQ3GczBA87GnutgG	7shMauD5Kgqqi8yitDJSZL	2	1977-06-09	day
06Tk4sMpAI1v6uzZc7kocA	4HwMD8JSkdWOxc3AIbETUL	9	1999	year
3vQcIveDIfPe0HFdlpIUSK	6vhHreCbPvwLXDreRFHcdG	7	2007-11-05	day
6pfW8yRHENb3f04VEMcF6z	25rLj8IIBHQNh0jqYeaasP	3	2010-12-07	day
0Zq7n8hNorztySd0WqyeLx	4CNlFTL29etnTnl7524dAg	1	1977-01-01	day
5SxuGQBG2bWFMPz186m5cN	7hcmNy8yN7f5806Mu5lKlD	1	1977	year
4cVRPrhh7mTVejhx73qA6U	5QkOpsZupEPLq186YOrBNe	1	1976-10-22	day
4EEjMyQub6tgFVshlM9j1M	3JWlQzyse21gwhqu2D6UQD	6	1977-01-01	day
5iAngQMc9tl0iYqruDVEGC	6x4awOmrSP5v90Yi7N8sf6	5	1977	year
2zE4tsjS5A3WnmNmrQ6gpC	4lLP4JZ4oQkRsIGlm76ePa	1	1977	year
1F5FpWBElztvsaYqseoi7h	1RnaAF1UNPcWbFQOiFkPPf	10	2014-02-20	day
7xBqyAf5irSlNVn7Gf8DsE	01M00ShMdYLzhWDxp1qDRx	2	1997-01-01	day
0iyFZC2XuPdLpfQpUeli4H	0UQeeHZSz95cijW6o07wib	7	1992-01-01	day
6W6KKkZkpRAQn2UwUGxU2g	7E3mHwMgBrufnG8oVXjQ1s	4	1977	year
798cuJeotvXP8UVa8GJPnD	1V6a99EbTTIegOhWoPxYI9	5	1976	year
54NBp3hINVro8rQF7JWQCF	6Y7mXhsfky87K0GhGodbJe	2	2015-03-09	day
0aNwPLqn7nT8DvT1jUQDw6	5ndPgrypUzMo4djcGiD3dP	13	2015-03-06	day
79a6t8EjcW5YsRS48IJzwb	22MTqY3hjhJCo4gqIRBLbu	2	2015-03-23	day
4MropFSXJOQ6jQpUdpRVEV	5VLm7r3G1S2J1k4iNKlknw	11	2017-04-29	day
1lbXEepatjRVjoG8pZMtdp	0LfM3PGkXE6KvJEE1HkOnz	9	1988-11-21	day
3DHWxeWr4uh19MklWjLpR0	1OU7zJvUfgxxPHgkTClt1M	1	1977-03-08	day
2NLgJVAko27NbJo5wINukh	5MoWcSxnqFuBa0HGGExRM5	5	1977-06-12	day
5pdKPY4O9CHuzDDp557j4N	3DDUesugWE5mJjTF5HFsRg	9	1972	year
15apgdvjYVBOnwfJa7cBA0	6lap95wPl0DwJva1FLGIfx	2	1998-01-01	day
1CbgooQnD7GVjg0xgqEyJc	0NS3gp2oOaqrdfQygD6cUP	8	1987-01-01	day
6qbdHcAXdvJ5mdMfsp38GX	3QEwneZpLOrlIzjEagiS5A	1	2017-08-10	day
0HPMybrubLvT9pWJWRrKUE	7oCI7Tqz7DYyF99zsOLBSp	8	1976-11-09	day
0GDySX9bJ2HBEXVXiAvMa2	0XBPDDMFunElZKtmHgmtjt	3	1977	year
4ls72E32tZfME91EO0qKwe	04nhRulMSOvcRCGRTa7I5l	6	1977-08-21	day
3lotUUycC0irnNkTXNo0Nw	0zTlDqLooBe5zAMGr7cPxB	5	2009-01-01	day
5DvdQO5AzBjQ1qV3ul3Eos	0SSXR9oAx9dvGx7MCHcFxI	3	1977	year
1qgVc78R3aYp1ieEeT2BDq	0l7FywMiiiRXjpiSZdUd50	1	1977-07-05	day
4V0uQkCIquydgfUtfSnctU	6EXW6NvOhICAIUPAUmOv1G	2	2005-04-19	day
0TL4pQTDqyx1r4VlnQQCwC	7Gh4T19qT1cT1ypL5J16X6	7	1989-01-01	day
15ADURMdkO25JGD5mIcodM	5LYk7eiOau7NSQn6GQbF9k	7	1976-09-03	day
